Identificacion;Sucursal;Ciudad;Tipo de cliente;Genero;Categoria;Precio unitario;Cantidad;Impuesto 5%;Total;Fecha;Hora;Metodo de pago;cogs;Porcentaje de margen bruto;Ingresos brutos;Clasificacion
275-28-0149;A;Yangon;Normal;Masculino;Deportes y viajes;63.69;1;3.18;66.87;25/02/2019;16:21;Dinero en efectivo;63.69;4.76;3.18;6.0
101-17-6199;A;Yangon;Normal;Masculino;Comida y bebidas;45.79;7;16.03;336.56;13/03/2019;19:44;Tarjeta de crédito;320.53;4.76;16.03;7.0
423-80-0988;C;Naypyitaw;Normal;Masculino;Deportes y viajes;76.4;2;7.64;160.44;30/01/2019;19:42;Billetera electrónica;152.8;4.76;7.64;6.5
548-46-9322;B;Mandalay;Normal;Masculino;Comida y bebidas;39.9;10;19.95;418.95;20/02/2019;15:24;Tarjeta de crédito;399.0;4.76;19.95;5.9
505-02-0892;B;Mandalay;Miembro;Masculino;Salud y belleza;42.57;8;17.03;357.59;25/02/2019;14:12;Billetera electrónica;340.56;4.76;17.03;5.6
234-65-2137;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;95.58;10;47.79;1003.59;16/01/2019;13:32;Dinero en efectivo;955.8;4.76;47.79;4.8
687-47-8271;A;Yangon;Normal;Masculino;Accesorios de moda;98.98;10;49.49;1039.29;08/02/2019;16:20;Tarjeta de crédito;989.8;4.76;49.49;8.7
796-32-9050;A;Yangon;Normal;Masculino;Comida y bebidas;51.28;6;15.38;323.06;19/01/2019;16:31;Dinero en efectivo;307.68;4.76;15.38;6.5
105-31-1824;A;Yangon;Miembro;Masculino;Deportes y viajes;69.52;7;24.33;510.97;01/02/2019;15:10;Tarjeta de crédito;486.64;4.76;24.33;8.5
249-42-3782;A;Yangon;Normal;Masculino;Salud y belleza;70.01;5;17.5;367.55;03/01/2019;11:36;Billetera electrónica;350.05;4.76;17.5;5.5
316-55-4634;B;Mandalay;Miembro;Masculino;Comida y bebidas;80.05;5;20.01;420.26;26/01/2019;12:45;Tarjeta de crédito;400.25;4.76;20.01;9.4
733-33-4967;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;20.85;8;8.34;175.14;03/03/2019;19:17;Dinero en efectivo;166.8;4.76;8.34;6.3
608-27-6295;B;Mandalay;Miembro;Masculino;Accesorios electrónicos;52.89;6;15.87;333.21;19/01/2019;17:34;Tarjeta de crédito;317.34;4.76;15.87;9.8
414-12-7047;B;Mandalay;Normal;Masculino;Comida y bebidas;19.79;8;7.92;166.24;18/01/2019;12:04;Billetera electrónica;158.32;4.76;7.92;8.7
827-26-2100;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;33.84;9;15.23;319.79;21/03/2019;16:21;Billetera electrónica;304.56;4.76;15.23;8.8
175-54-2529;A;Yangon;Miembro;Masculino;Comida y bebidas;22.17;8;8.87;186.23;03/03/2019;17:01;Tarjeta de crédito;177.36;4.76;8.87;9.6
139-52-2867;C;Naypyitaw;Normal;Femenino;Accesorios de moda;22.51;7;7.88;165.45;13/02/2019;10:50;Tarjeta de crédito;157.57;4.76;7.88;4.8
407-63-8975;A;Yangon;Normal;Masculino;Comida y bebidas;73.88;6;22.16;465.44;23/03/2019;19:16;Billetera electrónica;443.28;4.76;22.16;4.4
342-65-4817;C;Naypyitaw;Miembro;Masculino;Salud y belleza;86.8;3;13.02;273.42;28/01/2019;16:47;Billetera electrónica;260.4;4.76;13.02;9.9
130-98-8941;C;Naypyitaw;Normal;Masculino;Accesorios de moda;64.26;7;22.49;472.31;09/02/2019;10:00;Dinero en efectivo;449.82;4.76;22.49;5.7
434-83-9547;C;Naypyitaw;Miembro;Masculino;Comida y bebidas;38.47;8;15.39;323.15;23/01/2019;11:51;Dinero en efectivo;307.76;4.76;15.39;7.7
851-28-6367;A;Yangon;Miembro;Masculino;Deportes y viajes;15.5;10;7.75;162.75;23/03/2019;10:55;Billetera electrónica;155.0;4.76;7.75;8.0
824-88-3614;C;Naypyitaw;Normal;Masculino;Salud y belleza;34.31;8;13.72;288.2;25/01/2019;15:00;Billetera electrónica;274.48;4.76;13.72;5.7
586-25-0848;A;Yangon;Normal;Femenino;Deportes y viajes;12.34;7;4.32;90.7;04/03/2019;11:19;Tarjeta de crédito;86.38;4.76;4.32;6.7
895-66-0685;B;Mandalay;Miembro;Masculino;Comida y bebidas;18.08;3;2.71;56.95;05/03/2019;19:46;Billetera electrónica;54.24;4.76;2.71;8.0
305-14-0245;B;Mandalay;Miembro;Femenino;Hogar y estilo de vida;94.49;8;37.8;793.72;03/03/2019;19:00;Billetera electrónica;755.92;4.76;37.8;7.5
732-04-5373;B;Mandalay;Miembro;Masculino;Hogar y estilo de vida;46.47;4;9.29;195.17;08/02/2019;10:53;Dinero en efectivo;185.88;4.76;9.29;7.0
400-60-7251;A;Yangon;Normal;Masculino;Hogar y estilo de vida;74.07;1;3.7;77.77;10/02/2019;12:50;Billetera electrónica;74.07;4.76;3.7;9.9
593-65-1552;C;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;69.81;4;13.96;293.2;28/01/2019;20:50;Tarjeta de crédito;279.24;4.76;13.96;5.9
284-34-9626;B;Mandalay;Normal;Femenino;Hogar y estilo de vida;77.04;3;11.56;242.68;11/02/2019;10:39;Tarjeta de crédito;231.12;4.76;11.56;7.2
437-58-8131;B;Mandalay;Normal;Femenino;Accesorios de moda;73.52;2;7.35;154.39;15/01/2019;13:41;Billetera electrónica;147.04;4.76;7.35;4.6
286-43-6208;C;Naypyitaw;Normal;Femenino;Comida y bebidas;87.8;9;39.51;829.71;16/03/2019;19:08;Dinero en efectivo;790.2;4.76;39.51;9.2
641-43-2399;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;25.55;4;5.11;107.31;26/01/2019;20:23;Billetera electrónica;102.2;4.76;5.11;5.7
831-07-6050;A;Yangon;Normal;Masculino;Accesorios electrónicos;32.71;5;8.18;171.73;19/03/2019;11:30;Tarjeta de crédito;163.55;4.76;8.18;9.9
556-86-3144;C;Naypyitaw;Miembro;Femenino;Accesorios de moda;74.29;1;3.71;78.0;13/01/2019;19:30;Dinero en efectivo;74.29;4.76;3.71;5.0
848-24-9445;C;Naypyitaw;Miembro;Masculino;Salud y belleza;43.7;2;4.37;91.77;26/03/2019;18:03;Dinero en efectivo;87.4;4.76;4.37;4.9
856-22-8149;A;Yangon;Normal;Femenino;Hogar y estilo de vida;25.29;1;1.26;26.55;23/03/2019;10:13;Billetera electrónica;25.29;4.75;1.26;6.1
699-01-4164;C;Naypyitaw;Normal;Masculino;Salud y belleza;41.5;4;8.3;174.3;12/03/2019;19:58;Tarjeta de crédito;166.0;4.76;8.3;8.2
420-11-4919;C;Naypyitaw;Miembro;Femenino;Comida y bebidas;71.39;5;17.85;374.8;17/02/2019;19:57;Tarjeta de crédito;356.95;4.76;17.85;5.5
606-80-4905;C;Naypyitaw;Miembro;Femenino;Deportes y viajes;19.15;6;5.74;120.64;29/01/2019;10:01;Tarjeta de crédito;114.9;4.76;5.74;6.8
542-41-0513;B;Mandalay;Miembro;Femenino;Accesorios electrónicos;57.49;4;11.5;241.46;15/03/2019;11:57;Dinero en efectivo;229.96;4.76;11.5;6.6
426-39-2418;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;61.41;7;21.49;451.36;14/01/2019;10:02;Dinero en efectivo;429.87;4.76;21.49;9.8
875-46-5808;B;Mandalay;Miembro;Masculino;Salud y belleza;25.9;10;12.95;271.95;06/02/2019;14:51;Billetera electrónica;259.0;4.76;12.95;8.7
394-43-4238;B;Mandalay;Miembro;Masculino;Hogar y estilo de vida;17.77;5;4.44;93.29;15/02/2019;12:42;Tarjeta de crédito;88.85;4.76;4.44;5.4
749-24-1565;A;Yangon;Normal;Femenino;Salud y belleza;23.03;9;10.36;217.63;03/01/2019;12:02;Billetera electrónica;207.27;4.76;10.36;7.9
672-51-8681;C;Naypyitaw;Miembro;Femenino;Accesorios electrónicos;66.65;9;29.99;629.84;04/01/2019;18:19;Tarjeta de crédito;599.85;4.76;29.99;9.7
263-87-5680;C;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;28.53;10;14.26;299.56;18/03/2019;17:38;Billetera electrónica;285.3;4.76;14.26;7.8
573-58-9734;B;Mandalay;Normal;Femenino;Accesorios de moda;30.37;3;4.56;95.67;28/03/2019;13:41;Billetera electrónica;91.11;4.77;4.56;5.1
817-69-8206;B;Mandalay;Normal;Femenino;Accesorios electrónicos;99.73;9;44.88;942.45;02/03/2019;19:42;Tarjeta de crédito;897.57;4.76;44.88;6.5
888-02-0338;A;Yangon;Normal;Masculino;Accesorios electrónicos;26.23;9;11.8;247.87;25/01/2019;20:24;Billetera electrónica;236.07;4.76;11.8;5.9
677-11-0152;C;Naypyitaw;Normal;Femenino;Comida y bebidas;93.26;9;41.97;881.31;16/01/2019;18:08;Dinero en efectivo;839.34;4.76;41.97;8.8
142-63-6033;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;92.36;5;23.09;484.89;20/03/2019;19:17;Billetera electrónica;461.8;4.76;23.09;4.9
656-16-1063;B;Mandalay;Normal;Masculino;Deportes y viajes;46.42;3;6.96;146.22;04/01/2019;13:24;Tarjeta de crédito;139.26;4.76;6.96;4.4
891-58-8335;B;Mandalay;Miembro;Femenino;Deportes y viajes;29.61;7;10.36;217.63;11/03/2019;15:53;Dinero en efectivo;207.27;4.76;10.36;6.5
802-43-8934;A;Yangon;Normal;Masculino;Hogar y estilo de vida;18.28;1;0.91;19.19;22/03/2019;15:05;Tarjeta de crédito;18.28;4.74;0.91;8.3
560-30-5617;B;Mandalay;Normal;Femenino;Deportes y viajes;24.77;5;6.19;130.04;24/03/2019;18:27;Dinero en efectivo;123.85;4.76;6.19;8.5
319-74-2561;A;Yangon;Miembro;Femenino;Accesorios electrónicos;94.64;3;14.2;298.12;21/02/2019;16:55;Dinero en efectivo;283.92;4.76;14.2;5.5
549-03-9315;B;Mandalay;Normal;Masculino;Accesorios de moda;94.87;8;37.95;796.91;12/02/2019;12:58;Billetera electrónica;758.96;4.76;37.95;8.7
790-29-1172;B;Mandalay;Normal;Femenino;Comida y bebidas;57.34;3;8.6;180.62;10/03/2019;18:59;Tarjeta de crédito;172.02;4.76;8.6;7.9
239-36-3640;B;Mandalay;Normal;Masculino;Accesorios electrónicos;45.35;6;13.61;285.71;31/01/2019;13:44;Billetera electrónica;272.1;4.76;13.61;6.1
468-01-2051;B;Mandalay;Normal;Masculino;Comida y bebidas;62.08;7;21.73;456.29;06/03/2019;13:46;Billetera electrónica;434.56;4.76;21.73;5.4
389-25-3394;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;11.81;5;2.95;62.0;17/02/2019;18:06;Dinero en efectivo;59.05;4.76;2.95;9.4
279-62-1445;C;Naypyitaw;Miembro;Femenino;Accesorios de moda;12.54;1;0.63;13.17;21/02/2019;12:38;Dinero en efectivo;12.54;4.78;0.63;8.2
213-72-6612;A;Yangon;Normal;Masculino;Comida y bebidas;43.25;2;4.32;90.82;20/03/2019;15:56;Dinero en efectivo;86.5;4.76;4.32;6.2
746-68-6593;C;Naypyitaw;Miembro;Femenino;Deportes y viajes;87.16;2;8.72;183.04;11/01/2019;14:29;Tarjeta de crédito;174.32;4.76;8.72;9.7
836-82-5858;B;Mandalay;Miembro;Masculino;Salud y belleza;69.37;9;31.22;655.55;26/01/2019;19:14;Billetera electrónica;624.33;4.76;31.22;4.0
583-72-1480;C;Naypyitaw;Miembro;Masculino;Accesorios electrónicos;37.06;4;7.41;155.65;31/01/2019;16:24;Billetera electrónica;148.24;4.76;7.41;9.7
466-61-5506;B;Mandalay;Miembro;Femenino;Accesorios electrónicos;90.7;6;27.21;571.41;26/02/2019;10:52;Dinero en efectivo;544.2;4.76;27.21;5.3
721-86-6247;A;Yangon;Normal;Femenino;Hogar y estilo de vida;63.42;8;25.37;532.73;11/03/2019;12:55;Billetera electrónica;507.36;4.76;25.37;7.4
289-65-5721;B;Mandalay;Normal;Femenino;Accesorios de moda;81.37;2;8.14;170.88;26/01/2019;19:28;Dinero en efectivo;162.74;4.76;8.14;6.5
545-46-3100;B;Mandalay;Miembro;Femenino;Accesorios electrónicos;10.59;3;1.59;33.36;12/03/2019;13:52;Tarjeta de crédito;31.77;4.77;1.59;8.7
418-02-5978;B;Mandalay;Normal;Femenino;Salud y belleza;84.09;9;37.84;794.65;11/02/2019;10:54;Dinero en efectivo;756.81;4.76;37.84;8.0
269-04-5750;B;Mandalay;Miembro;Masculino;Accesorios de moda;73.82;4;14.76;310.04;21/02/2019;18:31;Dinero en efectivo;295.28;4.76;14.76;6.7
157-13-5295;A;Yangon;Miembro;Masculino;Salud y belleza;51.94;10;25.97;545.37;09/03/2019;18:24;Billetera electrónica;519.4;4.76;25.97;6.5
645-78-8093;A;Yangon;Normal;Femenino;Deportes y viajes;93.14;2;9.31;195.59;20/01/2019;18:09;Billetera electrónica;186.28;4.76;9.31;4.1
211-30-9270;C;Naypyitaw;Normal;Masculino;Salud y belleza;17.41;5;4.35;91.4;28/01/2019;15:16;Tarjeta de crédito;87.05;4.76;4.35;4.9
755-12-3214;C;Naypyitaw;Miembro;Femenino;Accesorios de moda;44.22;5;11.06;232.16;05/03/2019;17:07;Tarjeta de crédito;221.1;4.76;11.06;8.6
346-84-3103;B;Mandalay;Miembro;Femenino;Accesorios electrónicos;13.22;5;3.31;69.41;02/03/2019;19:26;Dinero en efectivo;66.1;4.77;3.31;4.3
478-06-7835;A;Yangon;Normal;Masculino;Accesorios de moda;89.69;1;4.48;94.17;11/01/2019;11:20;Billetera electrónica;89.69;4.76;4.48;4.9
540-11-4336;A;Yangon;Normal;Masculino;Comida y bebidas;24.94;9;11.22;235.68;11/01/2019;16:49;Tarjeta de crédito;224.46;4.76;11.22;5.6
448-81-5016;A;Yangon;Normal;Masculino;Salud y belleza;59.77;2;5.98;125.52;11/03/2019;12:01;Tarjeta de crédito;119.54;4.76;5.98;5.8
142-72-4741;C;Naypyitaw;Miembro;Masculino;Accesorios de moda;93.2;2;9.32;195.72;28/02/2019;18:37;Tarjeta de crédito;186.4;4.76;9.32;6.0
217-58-1179;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;62.65;4;12.53;263.13;05/01/2019;11:25;Dinero en efectivo;250.6;4.76;12.53;4.2
376-02-8238;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;93.87;8;37.55;788.51;02/02/2019;18:42;Tarjeta de crédito;750.96;4.76;37.55;8.3
530-90-9855;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;47.59;8;19.04;399.76;01/01/2019;14:47;Dinero en efectivo;380.72;4.76;19.04;5.7
866-05-7563;B;Mandalay;Miembro;Femenino;Accesorios electrónicos;81.4;3;12.21;256.41;09/02/2019;19:43;Dinero en efectivo;244.2;4.76;12.21;4.8
604-70-6476;A;Yangon;Miembro;Masculino;Accesorios de moda;17.94;5;4.49;94.19;23/01/2019;14:04;Billetera electrónica;89.7;4.77;4.49;6.8
799-71-1548;A;Yangon;Miembro;Masculino;Accesorios electrónicos;77.72;4;15.54;326.42;07/01/2019;16:11;Tarjeta de crédito;310.88;4.76;15.54;8.8
785-13-7708;B;Mandalay;Normal;Masculino;Comida y bebidas;73.06;7;25.57;536.99;14/01/2019;19:06;Tarjeta de crédito;511.42;4.76;25.57;4.2
845-51-0542;B;Mandalay;Miembro;Masculino;Comida y bebidas;46.55;9;20.95;439.9;02/02/2019;15:34;Billetera electrónica;418.95;4.76;20.95;6.4
662-47-5456;C;Naypyitaw;Miembro;Masculino;Accesorios de moda;35.19;10;17.6;369.5;17/03/2019;19:06;Tarjeta de crédito;351.9;4.76;17.6;8.4
883-17-4236;C;Naypyitaw;Normal;Femenino;Deportes y viajes;14.39;2;1.44;30.22;02/03/2019;19:44;Tarjeta de crédito;28.78;4.77;1.44;7.2
290-68-2984;A;Yangon;Normal;Masculino;Hogar y estilo de vida;23.75;4;4.75;99.75;16/03/2019;11:22;Dinero en efectivo;95.0;4.76;4.75;5.2
704-11-6354;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;58.9;8;23.56;494.76;06/01/2019;11:23;Dinero en efectivo;471.2;4.76;23.56;8.9
110-48-7033;B;Mandalay;Miembro;Masculino;Accesorios de moda;32.62;4;6.52;137.0;29/01/2019;14:12;Dinero en efectivo;130.48;4.76;6.52;9.0
366-93-0948;A;Yangon;Miembro;Masculino;Accesorios electrónicos;66.35;1;3.32;69.67;31/01/2019;10:46;Tarjeta de crédito;66.35;4.77;3.32;9.7
729-09-9681;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;25.91;6;7.77;163.23;05/02/2019;10:16;Billetera electrónica;155.46;4.76;7.77;8.7
151-16-1484;A;Yangon;Miembro;Masculino;Accesorios electrónicos;32.25;4;6.45;135.45;13/02/2019;12:38;Billetera electrónica;129.0;4.76;6.45;6.5
380-94-4661;C;Naypyitaw;Miembro;Masculino;Accesorios electrónicos;65.94;4;13.19;276.95;07/02/2019;13:05;Tarjeta de crédito;263.76;4.76;13.19;6.9
850-41-9669;A;Yangon;Normal;Femenino;Accesorios electrónicos;75.06;9;33.78;709.32;19/03/2019;13:25;Billetera electrónica;675.54;4.76;33.78;6.2
821-07-3596;C;Naypyitaw;Normal;Femenino;Accesorios de moda;16.45;4;3.29;69.09;07/03/2019;14:53;Billetera electrónica;65.8;4.76;3.29;5.6
655-85-5130;B;Mandalay;Miembro;Femenino;Accesorios de moda;38.3;4;7.66;160.86;13/03/2019;19:22;Dinero en efectivo;153.2;4.76;7.66;5.7
447-15-7839;A;Yangon;Miembro;Femenino;Deportes y viajes;22.24;10;11.12;233.52;09/02/2019;11:00;Dinero en efectivo;222.4;4.76;11.12;4.2
154-74-7179;B;Mandalay;Normal;Masculino;Deportes y viajes;54.45;1;2.72;57.17;26/02/2019;19:24;Billetera electrónica;54.45;4.76;2.72;7.9
253-12-6086;A;Yangon;Miembro;Femenino;Deportes y viajes;98.4;7;34.44;723.24;12/03/2019;12:43;Tarjeta de crédito;688.8;4.76;34.44;8.7
808-65-0703;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;35.47;4;7.09;148.97;14/03/2019;17:22;Tarjeta de crédito;141.88;4.76;7.09;6.9
571-94-0759;B;Mandalay;Miembro;Femenino;Comida y bebidas;74.6;10;37.3;783.3;08/01/2019;20:55;Dinero en efectivo;746.0;4.76;37.3;9.5
144-51-6085;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;70.74;4;14.15;297.11;05/01/2019;16:05;Tarjeta de crédito;282.96;4.76;14.15;4.4
731-14-2199;A;Yangon;Miembro;Femenino;Hogar y estilo de vida;35.54;10;17.77;373.17;04/01/2019;13:34;Billetera electrónica;355.4;4.76;17.77;7.0
783-09-1637;B;Mandalay;Normal;Femenino;Deportes y viajes;67.43;5;16.86;354.01;06/03/2019;18:13;Billetera electrónica;337.15;4.76;16.86;6.3
687-15-1097;C;Naypyitaw;Miembro;Femenino;Salud y belleza;21.12;2;2.11;44.35;03/01/2019;19:17;Dinero en efectivo;42.24;4.76;2.11;9.7
126-54-1082;A;Yangon;Miembro;Femenino;Hogar y estilo de vida;21.54;9;9.69;203.55;07/01/2019;11:44;Tarjeta de crédito;193.86;4.76;9.69;8.8
633-91-1052;A;Yangon;Normal;Femenino;Hogar y estilo de vida;12.03;2;1.2;25.26;27/01/2019;15:51;Dinero en efectivo;24.06;4.75;1.2;5.1
477-24-6490;B;Mandalay;Normal;Femenino;Salud y belleza;99.71;6;29.91;628.17;26/02/2019;16:52;Billetera electrónica;598.26;4.76;29.91;7.9
566-19-5475;B;Mandalay;Normal;Masculino;Accesorios de moda;47.97;7;16.79;352.58;07/01/2019;20:52;Dinero en efectivo;335.79;4.76;16.79;6.2
526-86-8552;C;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;21.82;10;10.91;229.11;07/01/2019;17:36;Dinero en efectivo;218.2;4.76;10.91;7.1
376-56-3573;C;Naypyitaw;Normal;Femenino;Accesorios de moda;95.42;4;19.08;400.76;02/02/2019;13:23;Billetera electrónica;381.68;4.76;19.08;6.4
537-72-0426;C;Naypyitaw;Miembro;Masculino;Accesorios de moda;70.99;10;35.49;745.39;20/03/2019;16:28;Dinero en efectivo;709.9;4.76;35.49;5.7
828-61-5674;A;Yangon;Miembro;Masculino;Deportes y viajes;44.02;10;22.01;462.21;20/03/2019;19:57;Tarjeta de crédito;440.2;4.76;22.01;9.6
136-08-6195;A;Yangon;Normal;Femenino;Hogar y estilo de vida;69.96;8;27.98;587.66;15/02/2019;17:01;Tarjeta de crédito;559.68;4.76;27.98;6.4
523-38-0215;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;37.0;1;1.85;38.85;06/03/2019;13:29;Tarjeta de crédito;37.0;4.76;1.85;7.9
490-29-1201;A;Yangon;Normal;Femenino;Deportes y viajes;15.34;1;0.77;16.11;06/01/2019;11:09;Dinero en efectivo;15.34;4.78;0.77;6.5
667-92-0055;A;Yangon;Miembro;Masculino;Salud y belleza;99.83;6;29.95;628.93;04/03/2019;15:02;Billetera electrónica;598.98;4.76;29.95;8.5
565-17-3836;A;Yangon;Miembro;Femenino;Salud y belleza;47.67;4;9.53;200.21;12/03/2019;14:21;Dinero en efectivo;190.68;4.76;9.53;9.1
498-41-1961;B;Mandalay;Normal;Masculino;Salud y belleza;66.68;5;16.67;350.07;20/02/2019;18:01;Dinero en efectivo;333.4;4.76;16.67;7.6
593-95-4461;C;Naypyitaw;Miembro;Masculino;Hogar y estilo de vida;74.86;1;3.74;78.6;24/03/2019;14:49;Dinero en efectivo;74.86;4.76;3.74;6.9
226-71-3580;C;Naypyitaw;Normal;Femenino;Deportes y viajes;23.75;9;10.69;224.44;31/01/2019;12:02;Dinero en efectivo;213.75;4.76;10.69;9.5
283-79-9594;B;Mandalay;Normal;Femenino;Comida y bebidas;48.51;7;16.98;356.55;25/01/2019;13:30;Tarjeta de crédito;339.57;4.76;16.98;5.2
430-60-3493;A;Yangon;Miembro;Femenino;Hogar y estilo de vida;94.88;7;33.21;697.37;03/02/2019;14:38;Dinero en efectivo;664.16;4.76;33.21;4.2
139-20-0155;B;Mandalay;Miembro;Masculino;Accesorios electrónicos;40.3;10;20.15;423.15;24/01/2019;17:37;Tarjeta de crédito;403.0;4.76;20.15;7.0
558-80-4082;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;27.85;7;9.75;204.7;14/03/2019;17:20;Billetera electrónica;194.95;4.76;9.75;6.0
278-97-7759;A;Yangon;Miembro;Femenino;Accesorios electrónicos;62.48;1;3.12;65.6;18/02/2019;20:29;Dinero en efectivo;62.48;4.76;3.12;4.7
316-68-6352;A;Yangon;Miembro;Femenino;Comida y bebidas;36.36;2;3.64;76.36;21/01/2019;10:00;Dinero en efectivo;72.72;4.77;3.64;7.1
585-03-5943;B;Mandalay;Normal;Masculino;Salud y belleza;18.11;10;9.06;190.16;13/03/2019;11:46;Billetera electrónica;181.1;4.76;9.06;5.9
211-05-0490;C;Naypyitaw;Miembro;Femenino;Accesorios electrónicos;51.92;5;12.98;272.58;03/03/2019;13:42;Dinero en efectivo;259.6;4.76;12.98;7.5
727-75-6477;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;28.84;4;5.77;121.13;29/03/2019;14:44;Dinero en efectivo;115.36;4.76;5.77;6.4
744-02-5987;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;78.38;6;23.51;493.79;10/01/2019;14:16;Billetera electrónica;470.28;4.76;23.51;5.8
307-83-9164;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;60.01;4;12.0;252.04;25/01/2019;15:54;Dinero en efectivo;240.04;4.76;12.0;4.5
779-06-0012;C;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;88.61;1;4.43;93.04;19/01/2019;10:21;Dinero en efectivo;88.61;4.76;4.43;7.7
446-47-6729;C;Naypyitaw;Normal;Masculino;Accesorios de moda;99.82;2;9.98;209.62;02/01/2019;18:09;Tarjeta de crédito;199.64;4.76;9.98;6.7
573-10-3877;B;Mandalay;Miembro;Masculino;Salud y belleza;39.01;1;1.95;40.96;12/03/2019;16:46;Tarjeta de crédito;39.01;4.76;1.95;4.7
735-06-4124;C;Naypyitaw;Normal;Masculino;Comida y bebidas;48.61;1;2.43;51.04;25/02/2019;15:31;Dinero en efectivo;48.61;4.76;2.43;4.4
439-54-7422;A;Yangon;Normal;Femenino;Accesorios electrónicos;51.19;4;10.24;215.0;18/03/2019;17:15;Tarjeta de crédito;204.76;4.76;10.24;4.7
396-90-2219;B;Mandalay;Normal;Femenino;Accesorios electrónicos;14.96;8;5.98;125.66;23/02/2019;12:29;Dinero en efectivo;119.68;4.76;5.98;8.6
411-77-0180;A;Yangon;Miembro;Masculino;Accesorios electrónicos;72.2;7;25.27;530.67;26/03/2019;20:14;Billetera electrónica;505.4;4.76;25.27;4.3
286-01-5402;A;Yangon;Normal;Femenino;Deportes y viajes;40.23;7;14.08;295.69;30/03/2019;13:22;Dinero en efectivo;281.61;4.76;14.08;9.6
803-17-8013;A;Yangon;Miembro;Femenino;Hogar y estilo de vida;88.79;8;35.52;745.84;17/02/2019;17:09;Dinero en efectivo;710.32;4.76;35.52;4.1
512-98-1403;A;Yangon;Miembro;Femenino;Accesorios electrónicos;26.48;3;3.97;83.41;21/03/2019;10:40;Billetera electrónica;79.44;4.76;3.97;4.7
848-42-2560;A;Yangon;Normal;Femenino;Accesorios de moda;81.91;2;8.19;172.01;05/03/2019;17:43;Dinero en efectivo;163.82;4.76;8.19;7.8
532-59-7201;B;Mandalay;Miembro;Masculino;Deportes y viajes;79.93;6;23.98;503.56;31/01/2019;14:04;Dinero en efectivo;479.58;4.76;23.98;5.5
181-94-6432;C;Naypyitaw;Miembro;Masculino;Accesorios de moda;69.33;2;6.93;145.59;05/02/2019;19:05;Billetera electrónica;138.66;4.76;6.93;9.7
870-76-1733;A;Yangon;Miembro;Femenino;Comida y bebidas;14.23;5;3.56;74.71;01/02/2019;10:08;Tarjeta de crédito;71.15;4.77;3.56;4.4
423-64-4619;A;Yangon;Miembro;Femenino;Salud y belleza;15.55;9;7.0;146.95;07/03/2019;13:12;Dinero en efectivo;139.95;4.76;7.0;5.0
227-07-4446;C;Naypyitaw;Miembro;Femenino;Accesorios electrónicos;78.13;10;39.06;820.36;10/02/2019;20:51;Dinero en efectivo;781.3;4.76;39.06;4.4
174-36-3675;C;Naypyitaw;Miembro;Masculino;Comida y bebidas;99.37;2;9.94;208.68;14/02/2019;17:29;Dinero en efectivo;198.74;4.76;9.94;5.2
428-83-5800;C;Naypyitaw;Miembro;Femenino;Comida y bebidas;21.08;3;3.16;66.4;09/02/2019;10:25;Dinero en efectivo;63.24;4.76;3.16;7.3
603-07-0961;C;Naypyitaw;Miembro;Masculino;Accesorios electrónicos;74.79;5;18.7;392.65;10/01/2019;11:34;Dinero en efectivo;373.95;4.76;18.7;4.9
704-20-4138;C;Naypyitaw;Miembro;Femenino;Salud y belleza;29.67;7;10.38;218.07;11/03/2019;18:58;Tarjeta de crédito;207.69;4.76;10.38;8.1
787-15-1757;C;Naypyitaw;Miembro;Masculino;Salud y belleza;44.07;4;8.81;185.09;18/02/2019;16:28;Billetera electrónica;176.28;4.76;8.81;8.4
649-11-3678;C;Naypyitaw;Normal;Femenino;Comida y bebidas;22.93;9;10.32;216.69;26/02/2019;20:26;Dinero en efectivo;206.37;4.76;10.32;5.5
622-20-1945;C;Naypyitaw;Normal;Femenino;Salud y belleza;39.42;1;1.97;41.39;18/01/2019;15:08;Dinero en efectivo;39.42;4.76;1.97;8.4
372-94-8041;A;Yangon;Normal;Masculino;Salud y belleza;15.26;6;4.58;96.14;15/02/2019;18:03;Billetera electrónica;91.56;4.76;4.58;9.8
